id,dexNum,methodCount,classification,unknownScopeMethodCount
"nymble","919","0","single_record","0"
"lokix","920","0","single_record","0"
"pawmi","921","0","single_record","0"
"pawmo","922","0","single_record","0"
"pawmot","923","0","single_record","0"
"tandemaus","924","0","single_record","0"
"maushold","925","0","classified_fixed","0"
"maushold-three","925","0","classified_fixed","0"
"fidough","926","0","single_record","0"
"dachsbun","927","0","single_record","0"
"smoliv","928","0","single_record","0"
"dolliv","929","0","single_record","0"
"arboliva","930","0","single_record","0"
"squawkabilly","931","0","classified_fixed","0"
"squawkabilly-blue","931","0","classified_fixed","0"
"squawkabilly-white","931","0","classified_fixed","0"
"squawkabilly-yellow","931","0","classified_fixed","0"
"nacli","932","0","single_record","0"
"naclstack","933","0","single_record","0"
"garganacl","934","0","single_record","0"
"charcadet","935","0","single_record","0"
"armarouge","936","0","single_record","0"
"ceruledge","937","0","single_record","0"
"tadbulb","938","0","single_record","0"
"bellibolt","939","0","single_record","0"
"wattrel","940","0","single_record","0"
"kilowattrel","941","0","single_record","0"
"maschiff","942","0","single_record","0"
"mabosstiff","943","0","single_record","0"
"shroodle","944","0","single_record","0"
"grafaiai","945","0","single_record","0"
"bramblin","946","0","single_record","0"
"brambleghast","947","0","single_record","0"
"toedscool","948","0","single_record","0"
"toedscruel","949","0","single_record","0"
"klawf","950","0","single_record","0"
"capsakid","951","0","single_record","0"
"scovillain","952","1","modeled","0"
"scovillain-mega","952","1","modeled","0"
"rellor","953","0","single_record","0"
"rabsca","954","0","single_record","0"
"flittle","955","0","single_record","0"
"espathra","956","0","single_record","0"
"tinkatink","957","0","single_record","0"
"tinkatuff","958","0","single_record","0"
"tinkaton","959","0","single_record","0"
"wiglett","960","0","single_record","0"
"wugtrio","961","0","single_record","0"
"bombirdier","962","0","single_record","0"
"finizen","963","0","single_record","0"
"palafin","964","1","modeled","0"
"palafin-hero","964","1","modeled","0"
"varoom","965","0","single_record","0"
"revavroom","966","0","single_record","0"
"cyclizar","967","0","single_record","0"
"orthworm","968","0","single_record","0"
"glimmet","969","0","single_record","0"
"glimmora","970","1","modeled","0"
"glimmora-mega","970","1","modeled","0"
"greavard","971","0","single_record","0"
"houndstone","972","0","single_record","0"
"flamigo","973","0","single_record","0"
"cetoddle","974","0","single_record","0"
"cetitan","975","0","single_record","0"
"veluza","976","0","single_record","0"
"dondozo","977","0","single_record","0"
"tatsugiri","978","1","modeled","0"
"tatsugiri-droopy","978","1","modeled","0"
"tatsugiri-droopy-mega","978","1","modeled","0"
"tatsugiri-mega","978","1","modeled","0"
"tatsugiri-stretchy","978","1","modeled","0"
"tatsugiri-stretchy-mega","978","1","modeled","0"
"annihilape","979","0","single_record","0"
"clodsire","980","0","single_record","0"
"farigiraf","981","0","single_record","0"
"dudunsparce","982","0","classified_fixed","0"
"dudunsparce-three-segment","982","0","classified_fixed","0"
"kingambit","983","0","single_record","0"
"greattusk","984","0","single_record","0"
"screamtail","985","0","single_record","0"
"brutebonnet","986","0","single_record","0"
"fluttermane","987","0","single_record","0"
"slitherwing","988","0","single_record","0"
"sandyshocks","989","0","single_record","0"
"irontreads","990","0","single_record","0"
"ironbundle","991","0","single_record","0"
"ironhands","992","0","single_record","0"
"ironjugulis","993","0","single_record","0"
"ironmoth","994","0","single_record","0"
"ironthorns","995","0","single_record","0"
"frigibax","996","0","single_record","0"
"arctibax","997","0","single_record","0"
"baxcalibur","998","1","modeled","0"
"baxcalibur-mega","998","1","modeled","0"
"gimmighoul","999","0","classified_fixed","0"
"gimmighoul-roaming","999","0","classified_fixed","0"
"gholdengo","1000","0","single_record","0"
"wochien","1001","0","single_record","0"
"chienpao","1002","0","single_record","0"
"tinglu","1003","0","single_record","0"
"chiyu","1004","0","single_record","0"
"roaringmoon","1005","0","single_record","0"
"ironvaliant","1006","0","single_record","0"
"koraidon","1007","0","single_record","0"
"miraidon","1008","0","single_record","0"
"walkingwake","1009","0","single_record","0"
"ironleaves","1010","0","single_record","0"
"dipplin","1011","0","single_record","0"
"poltchageist","1012","0","classified_fixed","0"
"poltchageist-artisan","1012","0","classified_fixed","0"
"sinistcha","1013","0","classified_fixed","0"
"sinistcha-masterpiece","1013","0","classified_fixed","0"
"okidogi","1014","0","single_record","0"
"munkidori","1015","0","single_record","0"
"fezandipiti","1016","0","single_record","0"
"ogerpon","1017","1","modeled","0"
"ogerpon-cornerstone","1017","1","modeled","0"
"ogerpon-hearthflame","1017","1","modeled","0"
"ogerpon-wellspring","1017","1","modeled","0"
"archaludon","1018","0","single_record","0"
"hydrapple","1019","0","single_record","0"
"gougingfire","1020","0","single_record","0"
"ragingbolt","1021","0","single_record","0"
"ironboulder","1022","0","single_record","0"
"ironcrown","1023","0","single_record","0"
"terapagos","1024","1","modeled","0"
"terapagos-stellar","1024","1","modeled","0"
"terapagos-terastal","1024","1","modeled","0"
"pecharunt","1025","0","single_record","0"
