species,url,cacheSha256,hasFormDataSection
"Deoxys","https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon)","1e4b9ab1131b53c38c433b806ed124084fed7400ffae90fdc0dd26bde965a7c1","true"
"Vivillon","https://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pok%C3%A9mon)","57bd9da5333a592e5ac59a353554730774c985ba161f2728361465afc1993488","true"
"Ogerpon","https://bulbapedia.bulbagarden.net/wiki/Ogerpon_(Pok%C3%A9mon)","1c61c7d0fb86d4c2ac8ef61ae73d19a2d918283f88701407b965ac097e6a2acd","true"
"Flabébé","https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon)","78e202c97a06e6285120379153abdb4dc56e94dd275c8636f08e66e6fd8a03e8","true"
"Morpeko","https://bulbapedia.bulbagarden.net/wiki/Morpeko_(Pok%C3%A9mon)","b89c85d330c2864c62ef8252ae1abce09d441ec38bbf5d7653f8ba9a0082d1c7","true"
"Toxicroak","https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon)","b17936c29069ce7bad55dcb1a77040eab4c2e31e97677ff0461dbff57e2c2fa2","false"
"Barbaracle","https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon)","becc0d4b57b2af21b11d78a909417f29a53546c6ff69c4ad5d957f955f3f1240","true"
"Goldeen","https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon)","0f82bb024cfc223d6e99975bc71118a5cdb61200461a3e6e060178a5281dff0a","false"
"Sandaconda","https://bulbapedia.bulbagarden.net/wiki/Sandaconda_(Pok%C3%A9mon)","944d5531cd2c7f89087610282b30dbad834be8d2a35fd5cd58c44a598829f910","true"
"Kingler","https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon)","a188ac537479d0bcfd8f4aaaa6e2e4c7832bd2992ede6ef4b57e3e5a49016ff4","true"
"Marowak","https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon)","d30260b9c436ec7a45b6a23da199f51586565433ad346b2b5ffae1e13a8cf986","false"
"Relicanth","https://bulbapedia.bulbagarden.net/wiki/Relicanth_(Pok%C3%A9mon)","c19c1de5d05d26f7561ab41b5742b035b49917b6552ac96db1d579ebf0172993","false"
"Gourgeist","https://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon)","f8a3d2a0ef834692676f4c3fa68cab4132d8f2c10a1f7c0f0ef7386c997c583a","true"
"Shellos","https://bulbapedia.bulbagarden.net/wiki/Shellos_(Pok%C3%A9mon)","271d75cc6e907f474ca221286513b61f1671fad944b8dc4f796015ea2c9f68f3","true"
"Raticate","https://bulbapedia.bulbagarden.net/wiki/Raticate_(Pok%C3%A9mon)","d223f632fe93575124f652721c32f21bbaed487c8c9077e07dca3395d14d6098","false"
